"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"3960","trainMean",-0.1842,9,0.983035779653394,4,0.975,5,0.144789320519989,4,0.479656275043346,5.5,3,"Norman","SLC38A2_3"
"3961","AttentionPert",0.6061,11,0.88213181937084,10,0.810289389067524,13,0,15,0.574630302109591,12.25,14,"Norman","SNAI1+UBASH3B_3"
"3962","baseMLP",0.3371,14,0.426925797107066,11,0,15,0.187816616969245,3,0.237960603519078,10.75,11,"Norman","SNAI1+UBASH3B_3"
"3963","baseReg",0.7952,3,1,1,1,1,0.186790583149086,7,0.745497645787272,3,1,"Norman","SNAI1+UBASH3B_3"
"3964","biolord",0.8629,1,0.987569877055136,3,0.980707395498392,4,0.180410178128117,9,0.752896862670411,4.25,3,"Norman","SNAI1+UBASH3B_3"
"3965","baseControl",-0.0106999999999999,15,0.969588343005513,6,0.942122186495177,9,0.187360260565319,4,0.522092697516502,8.5,8,"Norman","SNAI1+UBASH3B_3"
"3966","CPA",0.6373,8,0.394828371295426,12,0.961414790996785,7,0.90483487775587,2,0.72459451001202,7.25,7,"Norman","SNAI1+UBASH3B_3"
"3967","GEARS",0.6086,10,0.930747841925264,9,0.890675241157556,12,0.0435270943360059,12,0.618387544354707,10.75,11,"Norman","SNAI1+UBASH3B_3"
"3968","GeneCompass",0.5565,12,0.951064262669909,7,0.922829581993569,10,0.0299084368634657,14,0.615075570381736,10.75,11,"Norman","SNAI1+UBASH3B_3"
"3969","GenePert",0.7395,6,0.995417421548776,2,0.990353697749196,2,0.186907243686934,6,0.728044590746227,4,2,"Norman","SNAI1+UBASH3B_3"
"3970","linearModel",0.795,4,0.981979712644235,4,0.971061093247588,5,0.185987991518564,8,0.733507199352597,5.25,5,"Norman","SNAI1+UBASH3B_3"
"3971","scELMo",0.6134,9,0.946433242586008,8,0.916398713826367,11,0.0497468871949803,11,0.631494710901839,9.75,10,"Norman","SNAI1+UBASH3B_3"
"3972","scFoundation",0.4024,13,0.06665568656326,14,0.498392282958199,14,0.102965072912293,10,0.267603260608438,12.75,15,"Norman","SNAI1+UBASH3B_3"
"3973","scGPT",0.6979,7,0,15,0.987138263665595,3,1,1,0.671259565916399,6.5,6,"Norman","SNAI1+UBASH3B_3"
"3974","scouter",0.803,2,0.144675780152494,13,0.954983922829582,8,0.0348183197028084,13,0.484369505671221,9,9,"Norman","SNAI1+UBASH3B_3"
"3975","trainMean",0.7936,5,0.981010879990699,5,0.971061093247588,5,0.18704257325859,5,0.733178636624219,5,4,"Norman","SNAI1+UBASH3B_3"
"3976","AttentionPert",0.694,12,0.941644589156066,10,0.911764705882353,13,0.0488899607078241,14,0.649074813936561,12.25,14,"Norman","UBASH3A+UBASH3B_3"
"3977","baseMLP",0.3172,14,0.399629906768864,12,0,15,0.168020005525244,3,0.221212478073527,11,13,"Norman","UBASH3A+UBASH3B_3"
"3978","baseReg",0.857,2,1,1,1,1,0.166169880054661,8,0.755792470013665,3,1,"Norman","UBASH3A+UBASH3B_3"
"3979","biolord",0.8882,1,0.991981313325379,3,0.990196078431373,2,0.157839427476444,9,0.757054204808299,3.75,2,"Norman","UBASH3A+UBASH3B_3"
"3980","baseControl",-0.0229999999999999,15,0.970109410075434,9,0.950980392156863,12,0.167552005691568,5,0.516410451980966,10.25,11,"Norman","UBASH3A+UBASH3B_3"
"3981","CPA",0.7188,9,0.403047707646571,11,0.980392156862745,5,0.763323924977151,2,0.716390947371617,6.75,6,"Norman","UBASH3A+UBASH3B_3"
"3982","GEARS",0.764,4,0.981960482941331,7,0.973856209150327,9,0.0873405434279677,11,0.701789308879906,7.75,8,"Norman","UBASH3A+UBASH3B_3"
"3983","GeneCompass",0.7511,6,0.982051489473578,6,0.977124183006536,8,0.0706710839535659,13,0.69523668910842,8.25,9,"Norman","UBASH3A+UBASH3B_3"
"3984","GenePert",0.7508,7,0.993235181102999,2,0.990196078431373,2,0.167890031993079,4,0.725530322881863,3.75,2,"Norman","UBASH3A+UBASH3B_3"
"3985","linearModel",0.6942,11,0.985722086274193,5,0.980392156862745,5,0.16696344387593,6,0.706819421753217,6.75,6,"Norman","UBASH3A+UBASH3B_3"
"3986","scELMo",0.731,8,0.980686391489878,8,0.973856209150327,9,0.0809687516532468,12,0.691627838073363,9.25,10,"Norman","UBASH3A+UBASH3B_3"
"3987","scFoundation",0.4539,13,0.107852852549194,14,0.568627450980392,14,0.0973038637574661,10,0.306921041821763,12.75,15,"Norman","UBASH3A+UBASH3B_3"
"3988","scGPT",0.7553,5,0,15,0.990196078431373,2,1,1,0.686374019607843,5.75,4,"Norman","UBASH3A+UBASH3B_3"
"3989","scouter",0.8266,3,0.146874431209174,13,0.96078431372549,11,0,15,0.483564686233666,10.5,12,"Norman","UBASH3A+UBASH3B_3"
"3990","trainMean",0.6993,10,0.98589398750177,4,0.980392156862745,5,0.166690347508237,7,0.708069122968188,6.5,5,"Norman","UBASH3A+UBASH3B_3"
"3991","AttentionPert",0.5352,12,0.996083953960731,8,0.99624765478424,9,0.174516478118196,9,0.675512021715792,9.5,11,"Norman","UBASH3B_3"
"3992","baseMLP",0.2539,14,0,15,0,15,0,15,0.063475,14.75,15,"Norman","UBASH3B_3"
"3993","baseReg",0.7511,2,1,1,1,1,0.219111555033789,7,0.742552888758447,2.75,1,"Norman","UBASH3B_3"
"3994","biolord",0.8619,1,0.99809884901828,4,0.99812382739212,4,0.206243618283452,8,0.766091573673463,4.25,3,"Norman","UBASH3B_3"
"3995","baseControl",-0.0299,15,0.995412322274882,10,0.9953095684803,11,0.2199395165567,3,0.545190351827971,9.75,12,"Norman","UBASH3B_3"
"3996","CPA",0.5497,10,0.672909952606635,11,0.99155722326454,13,0.760539546644652,2,0.743676680628957,9,10,"Norman","UBASH3B_3"
"3997","GEARS",0.7127,3,0.995645226811104,9,0.99624765478424,9,0.139554106066366,12,0.711036746915428,8.25,9,"Norman","UBASH3B_3"
"3998","GeneCompass",0.6606,5,0.998255924170616,3,0.99906191369606,2,0.172492029348311,10,0.707602466803747,5,4,"Norman","UBASH3B_3"
"3999","GenePert",0.7062,4,0.998494245091401,2,0.99906191369606,2,0.219304246466819,6,0.73076510131357,3.5,2,"Norman","UBASH3B_3"
"4000","linearModel",0.6108,9,0.997844278943805,5,0.99812382739212,4,0.219606104687366,4,0.706593552755823,5.5,5,"Norman","UBASH3B_3"
"4001","scELMo",0.6416,7,0.997714285714286,6,0.99812382739212,4,0.161763985458839,11,0.699800524641311,7,7,"Norman","UBASH3B_3"
"4002","scFoundation",0.3459,13,0.548939742721733,13,0.886491557223265,14,0.128697605241587,13,0.477507226296646,13.25,14,"Norman","UBASH3B_3"
"4003","scGPT",0.624,8,0.480460392687881,14,0.99718574108818,8,1,1,0.775411533444015,7.75,8,"Norman","UBASH3B_3"
"4004","scouter",0.653,6,0.550732566012187,12,0.99249530956848,12,0.0623235674069037,14,0.564637860746893,11,13,"Norman","UBASH3B_3"
"4005","trainMean",0.5357,11,0.997676371022343,7,0.99812382739212,4,0.219499770906548,5,0.687749992330253,6.75,6,"Norman","UBASH3B_3"
"4006","AttentionPert",0.6939,11,0.938086214612872,9,0.883959044368601,12,0.0126182386461792,14,0.632140874406913,11.5,14,"Norman","UBASH3B+ZBTB25_3"
"4007","baseMLP",0.3608,14,0.471476046735291,11,0,15,0.159766338747524,5,0.248010596370704,11.25,13,"Norman","UBASH3B+ZBTB25_3"
"4008","baseReg",0.8764,4,0.987382995134121,4,0.972696245733788,5,0.161094844311456,3,0.749393521294841,4,2,"Norman","UBASH3B+ZBTB25_3"
"4009","biolord",0.9176,1,1,1,1,1,0.151294144971622,9,0.767223536242906,3,1,"Norman","UBASH3B+ZBTB25_3"
"4010","baseControl",0.00349999999999995,15,0.913852043002562,10,0.832764505119454,13,0.160234507756768,4,0.477587763969696,10.5,12,"Norman","UBASH3B+ZBTB25_3"
"4011","CPA",0.7704,10,0.373529999904777,12,0.955631399317406,7,0.957335697067056,2,0.76422427407231,7.75,7,"Norman","UBASH3B+ZBTB25_3"
"4012","GEARS",0.7996,8,0.966624451279317,7,0.948805460750853,9,0.0230243632093143,13,0.684513568809871,9.25,10,"Norman","UBASH3B+ZBTB25_3"
"4013","GeneCompass",0.8012,7,0.973680451736386,5,0.95221843003413,8,0.0258933467774672,12,0.688248057136996,8,8,"Norman","UBASH3B+ZBTB25_3"
"4014","GenePert",0.647,12,0.957111705723835,8,0.918088737201365,11,0.15866569880468,8,0.67021653543247,9.75,11,"Norman","UBASH3B+ZBTB25_3"
"4015","linearModel",0.8473,6,0.98884942437891,3,0.979522184300341,3,0.159006145376319,7,0.743669438513892,4.75,4,"Norman","UBASH3B+ZBTB25_3"
"4016","scELMo",0.7756,9,0.966786329832313,6,0.9419795221843,10,0.028604634648978,11,0.678242621666398,9,9,"Norman","UBASH3B+ZBTB25_3"
"4017","scFoundation",0.4199,13,0.100831293980974,14,0.494880546075085,14,0,15,0.253902960014015,14,15,"Norman","UBASH3B+ZBTB25_3"
"4018","scGPT",0.8775,3,0,15,0.969283276450512,6,1,1,0.711695819112628,6.25,5,"Norman","UBASH3B+ZBTB25_3"
"4019","scouter",0.8781,2,0.156174714570022,13,0.982935153583618,2,0.070592289230008,10,0.521950539345912,6.75,6,"Norman","UBASH3B+ZBTB25_3"
"4020","trainMean",0.851,5,0.989458849519602,2,0.979522184300341,3,0.159176528249657,6,0.7447893905174,4,2,"Norman","UBASH3B+ZBTB25_3"
"4021","AttentionPert",0.2127,8,0.915005189271863,10,0.803617571059432,12,0.428723815493005,13,0.590011643956075,10.75,13,"Replogle_exp6","AHCYL1+FDPS_1"
"4022","baseMLP",0.00719999999999998,13,0.756759709400776,12,0.41343669250646,13,0.77110531200719,3,0.487125428478606,10.25,12,"Replogle_exp6","AHCYL1+FDPS_1"
"4023","baseReg",0.3604,2,1,1,1,1,0.770513209693994,4,0.782728302423499,2,1,"Replogle_exp6","AHCYL1+FDPS_1"
"4024","biolord",0.374,1,0.97425028677555,9,0.940568475452196,11,0.754866013808329,8,0.760921194009019,7.25,7,"Replogle_exp6","AHCYL1+FDPS_1"
"4025","baseControl",0.0081,12,0.99906593106462,2,0.997416020671835,2,0.771477754181285,2,0.694014926479435,4.5,3,"Replogle_exp6","AHCYL1+FDPS_1"
"4026","CPA",-0.091,15,0,15,0.0568475452196382,14,0.722738996828547,9,0.172146635512046,13.25,14,"Replogle_exp6","AHCYL1+FDPS_1"
"4027","GEARS",0.087,9,0.993696400284044,7,0.984496124031008,9,0.588154789803159,11,0.663336828529553,9,8,"Replogle_exp6","AHCYL1+FDPS_1"
"4028","GeneCompass",0.0424,10,0.990795870432075,8,0.976744186046512,10,0.56380507761837,12,0.643436283524239,10,11,"Replogle_exp6","AHCYL1+FDPS_1"
"4029","GenePert",0.2715,6,0.998798273884307,3,0.997416020671835,2,0.769277762134566,6,0.759248014172677,4.25,2,"Replogle_exp6","AHCYL1+FDPS_1"
"4030","linearModel",0.3491,4,0.997776806685967,4,0.994832041343669,5,0.769661908109893,5,0.777842689034882,4.5,3,"Replogle_exp6","AHCYL1+FDPS_1"
"4031","scELMo",-0.00889999999999991,14,0.995061998142787,6,0.987080103359173,8,0.595332133740071,10,0.642143558810508,9.5,10,"Replogle_exp6","AHCYL1+FDPS_1"
"4032","scFoundation",0.0238,11,0.510886546129896,14,0,15,0,15,0.133671636532474,13.75,15,"Replogle_exp6","AHCYL1+FDPS_1"
"4033","scGPT",0.2839,5,0.672119954115912,13,0.997416020671835,2,1,1,0.738358993696937,5.25,5,"Replogle_exp6","AHCYL1+FDPS_1"
"4034","scouter",0.2579,7,0.75685257005517,11,0.994832041343669,5,0.14915544994598,14,0.539685015336205,9.25,9,"Replogle_exp6","AHCYL1+FDPS_1"
"4035","trainMean",0.3503,3,0.997121319713771,5,0.992248062015504,7,0.767977393627487,7,0.77691169383919,5.5,6,"Replogle_exp6","AHCYL1+FDPS_1"
"4036","AttentionPert",0.2647,6,0.953089458496011,10,0.962147281486579,12,0.503797684858129,13,0.67093360621018,10.25,12,"Replogle_exp6","ATM+FDPS_1"
"4037","baseMLP",-0.0227999999999999,12,0.814458496010864,11,0.84308327598073,13,0.758516228589174,3,0.598314500145192,9.75,11,"Replogle_exp6","ATM+FDPS_1"
"4038","baseReg",0.3521,2,1,1,0.999311768754301,2,0.754753520606525,6,0.776541322340207,2.75,1,"Replogle_exp6","ATM+FDPS_1"
"4039","biolord",0.4323,1,0.983029197080292,9,0.98554714384033,11,0.747690588100133,9,0.787141732255189,7.5,7,"Replogle_exp6","ATM+FDPS_1"
"4040","baseControl",0.0313,11,0.997483449329486,5,0.997247075017206,7,0.757579419091525,4,0.695902485859554,6.75,6,"Replogle_exp6","ATM+FDPS_1"
"4041","CPA",-0.0542,15,0.365553386521813,14,0.834824501032347,14,0.773374915850612,2,0.479888200851193,11.25,14,"Replogle_exp6","ATM+FDPS_1"
"4042","GEARS",0.1362,10,0.996490409098625,6,0.995870612525809,8,0.598911144603652,11,0.681868041557022,8.75,8,"Replogle_exp6","ATM+FDPS_1"
"4043","GeneCompass",-0.0490999999999999,14,0.992017484298082,8,0.993117687543014,10,0.605254718264403,10,0.635322472526375,10.5,13,"Replogle_exp6","ATM+FDPS_1"
"4044","GenePert",0.2514,7,0.999333729417756,2,0.998623537508603,3,0.755713799561242,5,0.7512677666219,4.25,2,"Replogle_exp6","ATM+FDPS_1"
"4045","linearModel",0.3435,3,0.998268545238499,3,0.997935306262904,5,0.754305627835927,8,0.773502369834333,4.75,3,"Replogle_exp6","ATM+FDPS_1"
"4046","scELMo",0.2399,8,0.995781700899677,7,0.995870612525809,8,0.587617176580046,12,0.704792372501383,8.75,8,"Replogle_exp6","ATM+FDPS_1"
"4047","scFoundation",-0.032,13,0,15,0,15,0,15,-0.00800000000000001,14.5,15,"Replogle_exp6","ATM+FDPS_1"
"4048","scGPT",0.2939,5,0.738851638092005,13,1,1,1,1,0.758187909523001,5,4,"Replogle_exp6","ATM+FDPS_1"
"4049","scouter",0.1409,9,0.799817518248175,12,0.998623537508603,3,0.359920762638905,14,0.574815454598921,9.5,10,"Replogle_exp6","ATM+FDPS_1"
"4050","trainMean",0.3294,4,0.997924800543202,4,0.997935306262904,5,0.754656398441166,7,0.769979126311818,5,4,"Replogle_exp6","ATM+FDPS_1"
"4051","AttentionPert",0.258,11,0.95963987163873,10,0.940137389597645,12,0.482508651173788,11,0.660071478102541,11,13,"Replogle_exp6","ATR+FDPS_1"
"4052","baseMLP",0.3211,9,0.814719068683899,12,0.709519136408243,14,0.698536291016247,8,0.635968624027097,10.75,12,"Replogle_exp6","ATR+FDPS_1"
"4053","baseReg",0.6873,3,1,1,1,1,0.711833228094532,3,0.849783307023633,2,1,"Replogle_exp6","ATR+FDPS_1"
"4054","biolord",0.5885,4,0.981455977858676,9,0.973503434739941,10,0.69929224557571,7,0.810687914543582,7.5,6,"Replogle_exp6","ATR+FDPS_1"
"4055","baseControl",-0.0315000000000001,14,0.996362876115445,4,0.992149165848871,7,0.710606888284364,6,0.66690473256217,7.75,7,"Replogle_exp6","ATR+FDPS_1"
"4056","CPA",-0.2922,15,0,15,0,15,0.557397933537984,9,0.066299483384496,13.5,15,"Replogle_exp6","ATR+FDPS_1"
"4057","GEARS",0.3598,8,0.983978071063295,7,0.977428851815505,9,0.485573952262814,10,0.701695218785403,8.5,8,"Replogle_exp6","ATR+FDPS_1"
"4058","GeneCompass",0.1278,12,0.991740144754876,6,0.986261040235525,8,0.478530588192239,13,0.64608294329566,9.75,10,"Replogle_exp6","ATR+FDPS_1"
"4059","GenePert",0.4462,6,0.998184756601413,2,0.996074582924436,2,0.711857892703442,2,0.788079308057323,3,2,"Replogle_exp6","ATR+FDPS_1"
"4060","linearModel",0.7571,2,0.996432565532942,3,0.996074582924436,2,0.71124544719362,5,0.865213148912749,3,2,"Replogle_exp6","ATR+FDPS_1"
"4061","scELMo",0.3163,10,0.981943803781149,8,0.973503434739941,10,0.482154567436913,12,0.688475451489501,10,11,"Replogle_exp6","ATR+FDPS_1"
"4062","scFoundation",0.0659,13,0.813408243926235,13,0.838076545632974,13,0.165407028060978,14,0.470697954405047,13.25,14,"Replogle_exp6","ATR+FDPS_1"
"4063","scGPT",0.42,7,0.767273849543866,14,0.995093228655545,5,1,1,0.795591769549853,6.75,5,"Replogle_exp6","ATR+FDPS_1"
"4064","scouter",0.509,5,0.822819633831889,11,0.995093228655545,5,0,15,0.581728215621858,9,9,"Replogle_exp6","ATR+FDPS_1"
"4065","trainMean",0.7609,1,0.996283231066879,5,0.996074582924436,2,0.711480266912708,4,0.866184520226006,3,2,"Replogle_exp6","ATR+FDPS_1"
"4066","AttentionPert",0.0587,8,0.770874483749327,10,0.596273291925466,14,0.247939560852516,14,0.418446834131827,11.5,13,"Replogle_exp6","CHEK1_1"
"4067","baseMLP",0.0151,11,0.444074340096965,14,0,15,0.611681763158465,9,0.267714025813858,12.25,15,"Replogle_exp6","CHEK1_1"
"4068","baseReg",0.0702,5,0.987026396121386,5,0.968944099378882,7,0.670471827701996,4,0.674160580800566,5.25,4,"Replogle_exp6","CHEK1_1"
"4069","biolord",0.0596,7,0.795582689890465,9,0.645962732919255,13,0.616400382092413,8,0.529386451225533,9.25,8,"Replogle_exp6","CHEK1_1"
"4070","baseControl",-0.0212000000000001,15,1,1,0.990683229813665,2,0.670609016019576,3,0.66002306145831,5.25,4,"Replogle_exp6","CHEK1_1"
"4071","CPA",0.000800000000000023,13,0,15,0.763975155279503,11,0.756056105899891,2,0.380207815294848,10.25,11,"Replogle_exp6","CHEK1_1"
"4072","GEARS",0.0498,9,0.960944514275453,7,0.925465838509317,9,0.422940796906008,12,0.589787787422695,9.25,8,"Replogle_exp6","CHEK1_1"
"4073","GeneCompass",0.000299999999999967,14,0.98383910935536,6,0.96583850931677,8,0.497349084985693,10,0.611831675914456,9.5,10,"Replogle_exp6","CHEK1_1"
"4074","GenePert",0.0877,4,0.995932842521099,4,0.984472049689441,6,0.669763141455555,5,0.684467008416524,4.75,3,"Replogle_exp6","CHEK1_1"
"4075","linearModel",0.1524,2,0.997369366133956,3,0.987577639751553,4,0.667934484742938,7,0.701320372657112,4,1,"Replogle_exp6","CHEK1_1"
"4076","scELMo",0.00739999999999996,12,0.957451966241695,8,0.919254658385093,10,0.444308355693268,11,0.582103745080014,10.25,11,"Replogle_exp6","CHEK1_1"
"4077","scFoundation",0.0276999999999999,10,0.658035553959418,11,0.736024844720497,12,0.365492279545604,13,0.44681316955638,11.5,13,"Replogle_exp6","CHEK1_1"
"4078","scGPT",0.1037,3,0.48384808762794,13,0.987577639751553,4,1,1,0.643781431844873,5.25,4,"Replogle_exp6","CHEK1_1"
"4079","scouter",0.1565,1,0.620515352846112,12,1,1,0,15,0.444253838211528,7.25,7,"Replogle_exp6","CHEK1_1"
"4080","trainMean",0.0622,6,0.998949542108098,2,0.990683229813665,2,0.66908507397099,6,0.680229461473188,4,1,"Replogle_exp6","CHEK1_1"
"4081","AttentionPert",0.2568,9,0.958182142903815,9,0.913477537437604,11,0.320815989734596,14,0.612318917519004,10.75,13,"Replogle_exp6","CHEK1+FDPS_1"
"4082","baseMLP",0.1933,12,0.797645131922271,12,0.59234608985025,14,0.660841969244883,7,0.561033297754351,11.25,14,"Replogle_exp6","CHEK1+FDPS_1"
"4083","baseReg",0.3046,5,0.997081462056829,3,0.990016638935108,5,0.670297082793482,4,0.740498795946355,4.25,1,"Replogle_exp6","CHEK1+FDPS_1"
"4084","biolord",0.3563,2,0.866744784746937,10,0.737104825291181,13,0.588990683442416,8,0.637285073370133,8.25,7,"Replogle_exp6","CHEK1+FDPS_1"
"4085","baseControl",0.0382,14,0.999307391741844,2,0.991680532445923,4,0.673476004886686,2,0.675665982268614,5.5,6,"Replogle_exp6","CHEK1+FDPS_1"
"4086","CPA",-0.1866,15,0,15,0,15,0.54672155270613,9,0.0900303881765324,13.5,15,"Replogle_exp6","CHEK1+FDPS_1"
"4087","GEARS",0.2622,8,0.984697277918865,7,0.966722129783694,9,0.381913751062935,13,0.648883289691373,9.25,8,"Replogle_exp6","CHEK1+FDPS_1"
"4088","GeneCompass",0.0435,13,0.991727905143161,6,0.980033277870216,8,0.398694114555278,11,0.603488824392164,9.5,10,"Replogle_exp6","CHEK1+FDPS_1"
"4089","GenePert",0.2516,10,1,1,0.995008319467554,3,0.668697983359168,6,0.72882657570668,5,5,"Replogle_exp6","CHEK1+FDPS_1"
"4090","linearModel",0.3362,4,0.994750987729073,5,0.986688851913478,6,0.673473061017068,3,0.747778225164905,4.5,3,"Replogle_exp6","CHEK1+FDPS_1"
"4091","scELMo",0.2775,7,0.982445212073164,8,0.963394342762063,10,0.385191552606941,12,0.652132776860542,9.25,8,"Replogle_exp6","CHEK1+FDPS_1"
"4092","scFoundation",0.2798,6,0.817643650873166,11,0.871880199667221,12,0.494949407654711,10,0.616068314548774,9.75,11,"Replogle_exp6","CHEK1+FDPS_1"
"4093","scGPT",0.3758,1,0.726389245841083,14,1,1,1,1,0.775547311460271,4.25,1,"Replogle_exp6","CHEK1+FDPS_1"
"4094","scouter",0.2462,11,0.790322650903658,13,0.998336106489185,2,0,15,0.508714689348211,10.25,12,"Replogle_exp6","CHEK1+FDPS_1"
"4095","trainMean",0.3423,3,0.995021061389485,4,0.986688851913478,6,0.669212667930784,5,0.748305645308437,4.5,3,"Replogle_exp6","CHEK1+FDPS_1"
"4096","AttentionPert",0.195,8,0.96290725828324,10,0.921108742004264,12,0.459852266890872,13,0.634717066794594,10.75,12,"Replogle_exp6","ETAA1+FDPS_1"
"4097","baseMLP",-0.0277000000000001,14,0.767452869731593,12,0.46908315565032,14,0.783258609747762,2,0.498023658782419,10.5,11,"Replogle_exp6","ETAA1+FDPS_1"
"4098","baseReg",0.4487,2,0.999842200513835,2,1,1,0.779908125540648,7,0.807112581513621,3,2,"Replogle_exp6","ETAA1+FDPS_1"
"4099","biolord",0.5122,1,0.986039676708303,9,0.970149253731343,11,0.767652547280453,8,0.809010369430025,7.25,8,"Replogle_exp6","ETAA1+FDPS_1"
"4100","baseControl",0.0278,13,0.996799629171207,3,0.991471215351812,3,0.781711514015218,5,0.699445589634559,6,5,"Replogle_exp6","ETAA1+FDPS_1"
"4101","CPA",-0.0975999999999999,15,0,15,0,15,0.675098466933533,9,0.144374616733383,13.5,15,"Replogle_exp6","ETAA1+FDPS_1"
"4102","GEARS",0.1026,11,0.9932392782646,7,0.985074626865672,9,0.505762394404058,12,0.646669074883582,9.75,9,"Replogle_exp6","ETAA1+FDPS_1"
"4103","GeneCompass",0.0716,12,0.987055510900493,8,0.97228144989339,10,0.508593570491125,11,0.634882632821252,10.25,10,"Replogle_exp6","ETAA1+FDPS_1"
"4104","GenePert",0.4321,3,1,1,1,1,0.782241103077172,3,0.803585275769293,2,1,"Replogle_exp6","ETAA1+FDPS_1"
"4105","linearModel",0.3181,4,0.995995838038552,6,0.991471215351812,3,0.781281108964872,6,0.771712040588809,4.75,4,"Replogle_exp6","ETAA1+FDPS_1"
"4106","scELMo",0.1438,10,0.996237468501743,5,0.991471215351812,3,0.537596016201908,10,0.667276175013866,7,7,"Replogle_exp6","ETAA1+FDPS_1"
"4107","scFoundation",0.2627,6,0.801335378151675,11,0.803837953091684,13,0.380278904749001,14,0.56203805899809,11,13,"Replogle_exp6","ETAA1+FDPS_1"
"4108","scGPT",0.2623,7,0.681792404913482,14,0.991471215351812,3,1,1,0.733890905066323,6.25,6,"Replogle_exp6","ETAA1+FDPS_1"
"4109","scouter",0.1624,9,0.754104019448787,13,0.989339019189765,8,0,15,0.476460759659638,11.25,14,"Replogle_exp6","ETAA1+FDPS_1"
"4110","trainMean",0.3086,5,0.996321299478769,4,0.991471215351812,3,0.78214378125496,4,0.769634074021385,4,3,"Replogle_exp6","ETAA1+FDPS_1"
"4111","AttentionPert",0.106,8,0.921469154544348,10,0.760162601626016,12,0.458839485420269,13,0.561617810397658,10.75,10,"Replogle_exp6","ETAA1+TOPBP1_1"
"4112","baseMLP",-0.0435000000000001,15,0.747426609530032,12,0.182926829268293,14,0.757780977144432,4,0.411158603985689,11.25,11,"Replogle_exp6","ETAA1+TOPBP1_1"
"4113","baseReg",0.1424,6,1,1,1,1,0.759432001303678,2,0.725458000325919,2.5,1,"Replogle_exp6","ETAA1+TOPBP1_1"
"4114","biolord",0.2044,4,0.991237341224851,8,0.975609756097561,10,0.747704013515546,8,0.729737777709489,7.5,8,"Replogle_exp6","ETAA1+TOPBP1_1"
